EA20212894(01),2021-10-12 13:00,2021-10-12 15:00,입찰완료,2021-10-25 14:32:54.535677
EA20212929(01),2021-10-12 13:00,2021-10-12 15:00,입찰완료,2021-10-25 14:32:54.535685
EA20212515(04),2021-10-12 14:30,2021-10-12 15:00,입찰완료,2021-10-25 14:32:54.535694
EA20212664(02),2021-10-12 13:00,2021-10-12 15:00,입찰완료,2021-10-25 14:32:54.535702
EA20212872(01),2021-10-12 13:00,2021-10-12 14:00,입찰완료,2021-10-25 14:32:54.535710
EA20212910(01),2021-10-12 13:30,2021-10-12 14:00,입찰완료,2021-10-25 14:32:54.535718
EA20212950(01),2021-10-12 13:30,2021-10-12 14:00,입찰완료,2021-10-25 14:32:54.535725
EA20212927(01),2021-10-12 13:00,2021-10-12 13:30,입찰완료,2021-10-25 14:32:54.535733
EA20212909(01),2021-10-12 13:00,2021-10-12 13:30,입찰완료,2021-10-25 14:32:54.535740
EA20212699(01),2021-10-12 11:30,2021-10-12 12:00,입찰완료,2021-10-25 14:32:54.535748
EA20212908(01),2021-10-12 11:30,2021-10-12 12:00,입찰완료,2021-10-25 14:32:54.535756
EA20212907(01),2021-10-12 11:00,2021-10-12 11:30,입찰완료,2021-10-25 14:32:54.535764
EA20212951(01),2021-10-12 11:00,2021-10-12 11:30,입찰완료,2021-10-25 14:32:54.535771
EA20212906(01),2021-10-12 11:00,2021-10-12 11:30,입찰완료,2021-10-25 14:32:54.535779
EA20212905(01),2021-10-12 10:30,2021-10-12 11:00,입찰완료,2021-10-25 14:32:54.535787
EA20212952(01),2021-10-12 10:30,2021-10-12 11:00,입찰완료,2021-10-25 14:32:54.535795
EA20212962(01),2021-10-12 10:00,2021-10-12 10:30,입찰완료,2021-10-25 14:32:54.535803
EA20212911(01),2021-10-12 10:00,2021-10-12 10:30,입찰완료,2021-10-25 14:32:54.535811
EA20212879(01),2021-10-08 13:00,2021-10-08 15:00,입찰완료,2021-10-25 14:32:54.535819
EA20212803(01),2021-10-08 10:00,2021-10-08 15:00,입찰완료,2021-10-25 14:32:54.535826
EA20212756(01),2021-10-08 10:00,2021-10-08 15:00,입찰완료,2021-10-25 14:32:54.535834
EA20212936(01),2021-10-08 13:00,2021-10-08 14:00,입찰완료,2021-10-25 14:32:54.535842
EA20212862(01),2021-10-08 09:00,2021-10-08 10:00,입찰완료,2021-10-25 14:32:54.535849
EA20212843(01),2021-10-08 09:00,2021-10-08 10:00,입찰완료,2021-10-25 14:32:54.535857
EA20212847(01),2021-10-08 09:00,2021-10-08 10:00,입찰완료,2021-10-25 14:32:54.535865
EA20212844(01),2021-10-08 09:00,2021-10-08 10:00,입찰완료,2021-10-25 14:32:54.535873
EA20212948(01),2021-10-07 15:00,2021-10-07 15:30,입찰완료,2021-10-25 14:32:54.535881
EA20212755(01),2021-10-07 10:00,2021-10-07 15:00,입찰완료,2021-10-25 14:32:54.535888
EA20212900(01),2021-10-07 13:00,2021-10-07 14:00,입찰완료,2021-10-25 14:32:54.535896
EA20212697(02),2021-10-07 10:00,2021-10-07 10:30,입찰완료,2021-10-25 14:32:54.535903
EA20212745(01),2021-10-06 13:00,2021-10-06 15:00,입찰완료,2021-10-25 14:32:54.535911
EA20212861(01),2021-10-06 13:00,2021-10-06 15:00,입찰완료,2021-10-25 14:32:54.535919
EA20212881(01),2021-10-06 13:00,2021-10-06 14:00,입찰완료,2021-10-25 14:32:54.535926
EA20212889(01),2021-10-06 13:00,2021-10-06 14:00,입찰완료,2021-10-25 14:32:54.535934
EA20212890(01),2021-10-06 13:00,2021-10-06 14:00,입찰완료,2021-10-25 14:32:54.535942
EA20212886(01),2021-10-06 13:00,2021-10-06 14:00,입찰완료,2021-10-25 14:32:54.535949
EA20212812(01),2021-10-06 10:30,2021-10-06 11:00,입찰완료,2021-10-25 14:32:54.535957
EA20212811(01),2021-10-06 10:00,2021-10-06 10:30,입찰완료,2021-10-25 14:32:54.535965
EA20212680(02),2021-10-06 10:00,2021-10-06 10:30,완료(유찰),2021-10-25 14:32:54.535973
EA20212686(02),2021-10-06 10:00,2021-10-06 10:30,입찰완료,2021-10-25 14:32:54.535980
EA20212249(02),2021-10-06 10:00,2021-10-06 10:30,완료(유찰),2021-10-25 14:32:54.535988
EA20212848(01),2021-10-06 09:00,2021-10-06 10:00,입찰완료,2021-10-25 14:32:54.535996
EA20212845(01),2021-10-06 09:00,2021-10-06 10:00,입찰완료,2021-10-25 14:32:54.536004
EA20212791(01),2021-10-06 09:00,2021-10-06 10:00,입찰완료,2021-10-25 14:32:54.536011
EA20212846(01),2021-10-06 09:00,2021-10-06 10:00,입찰완료,2021-10-25 14:32:54.536019
EA20212266(02),2021-10-05 15:30,2021-10-05 16:30,입찰완료,2021-10-25 14:32:54.536030
EA20212817(01),2021-10-05 15:30,2021-10-05 16:00,입찰완료,2021-10-25 14:32:54.536038
EA20212545(02),2021-10-05 13:00,2021-10-05 15:00,입찰완료,2021-10-25 14:32:54.536046
EA20212842(01),2021-10-05 13:00,2021-10-05 15:00,입찰완료,2021-10-25 14:32:54.536054
EA20212829(01),2021-10-05 13:00,2021-10-05 15:00,입찰완료,2021-10-25 14:32:54.536090
EA20212264(02),2021-10-05 14:00,2021-10-05 14:30,완료(유찰),2021-10-25 14:32:54.536099
EA20212871(01),2021-10-05 13:00,2021-10-05 14:00,입찰완료,2021-10-25 14:32:54.536107
EA20212874(01),2021-10-05 13:00,2021-10-05 14:00,입찰완료,2021-10-25 14:32:54.536114
EA20212815(01),2021-10-05 13:00,2021-10-05 14:00,입찰완료,2021-10-25 14:32:54.536122
EA20212740(02),2021-10-05 13:00,2021-10-05 14:00,입찰완료,2021-10-25 14:32:54.536130
EA20212876(01),2021-10-05 13:00,2021-10-05 14:00,입찰완료,2021-10-25 14:32:54.536137
EA20212683(01),2021-10-05 10:00,2021-10-05 11:00,입찰완료,2021-10-25 14:32:54.536145
EA20212581(01),2021-10-05 10:00,2021-10-05 11:00,입찰완료,2021-10-25 14:32:54.536153
EA20212626(01),2021-10-01 09:00,2021-10-01 18:00,입찰완료,2021-10-25 14:32:54.536161
EA20212786(01),2021-10-01 13:00,2021-10-01 15:00,입찰완료,2021-10-25 14:32:54.536168
EA20212794(01),2021-10-01 13:00,2021-10-01 15:00,입찰완료,2021-10-25 14:32:54.536176
EA20212793(01),2021-10-01 13:00,2021-10-01 15:00,입찰완료,2021-10-25 14:32:54.536184
EA20212719(01),2021-10-01 13:00,2021-10-01 15:00,입찰완료,2021-10-25 14:32:54.536192
EA20212774(01),2021-10-01 13:00,2021-10-01 15:00,입찰완료,2021-10-25 14:32:54.536200
EA20212692(01),2021-10-01 13:00,2021-10-01 15:00,입찰완료,2021-10-25 14:32:54.536207
EA20212734(01),2021-10-01 10:00,2021-10-01 15:00,입찰완료,2021-10-25 14:32:54.536215
EA20212853(01),2021-10-01 13:00,2021-10-01 14:00,입찰완료,2021-10-25 14:32:54.536223
EA20212850(01),2021-10-01 13:00,2021-10-01 14:00,입찰완료,2021-10-25 14:32:54.536231
EA20212851(01),2021-10-01 13:00,2021-10-01 14:00,입찰완료,2021-10-25 14:32:54.536239
EA20212532(03),2021-10-01 11:00,2021-10-01 11:30,입찰완료,2021-10-25 14:32:54.536246
EA20212767(01),2021-10-01 10:00,2021-10-01 11:00,입찰완료,2021-10-25 14:32:54.536254
EA20212771(01),2021-10-01 10:00,2021-10-01 11:00,입찰완료,2021-10-25 14:32:54.536262
EA20212579(01),2021-10-01 10:00,2021-10-01 11:00,입찰완료,2021-10-25 14:32:54.536270
EA20212775(01),2021-10-01 10:00,2021-10-01 10:30,입찰완료,2021-10-25 14:32:54.536277
EA20213009(02),2021-10-25 13:00,2021-10-25 15:00,완료(유찰),2021-10-25 15:03:14.074681
EA20212708(04),2021-10-25 13:00,2021-10-25 15:00,완료(유찰),2021-10-25 15:03:14.074857
EA20213089(01),2021-10-25 10:00,2021-10-25 15:00,입찰완료,2021-10-25 15:03:14.074963
EA20213101(01),2021-10-25 13:00,2021-10-25 15:00,완료(유찰),2021-10-25 15:03:14.075107
EA20213108(01),2021-10-25 13:00,2021-10-25 15:00,입찰완료,2021-10-25 15:03:14.075348
EA20213103(01),2021-10-25 13:00,2021-10-25 15:00,입찰완료,2021-10-25 15:03:14.075464
EA20213107(01),2021-10-25 13:00,2021-10-25 15:00,완료(유찰),2021-10-25 15:03:14.075573
EA20212841(04),2021-10-25 13:00,2021-10-25 15:00,완료(유찰),2021-10-25 15:03:14.075698
EA20213112(01),2021-10-25 15:30,2021-10-25 16:10,완료(유찰),2021-10-25 16:32:06.658700
EA20213009(02),2021-10-25 15:40,2021-10-25 16:00,완료(유찰),2021-10-25 16:32:06.658826
EA20213125(01),2021-10-25 15:30,2021-10-25 16:00,입찰완료,2021-10-25 16:32:06.658979
EA20212931(03),2021-10-25 13:00,2021-10-25 15:00,완료(유찰),2021-10-25 16:32:06.659091
EA20213102(01),2021-10-25 13:00,2021-10-25 15:00,입찰완료,2021-10-25 16:32:06.659706
